# Forces      
# CofR        : (2.929541e+00 0.000000e+00 2.000000e-01)
# Time        forces(pressure viscous porous)	moments(pressure viscous porous)
5.16105       	((-3.042958e-02 9.191791e+00 6.693833e+00) (-3.153689e-02 -2.863695e-03 -2.264341e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.108751e+00 1.961327e+01 -2.690705e+01) (-6.609497e-04 7.349622e-03 7.317562e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.19637       	((-2.694111e-02 9.187311e+00 6.692979e+00) (-3.154145e-02 -2.901317e-03 -2.180505e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.107852e+00 1.961081e+01 -2.689668e+01) (-6.713854e-04 7.366554e-03 7.441795e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.22716       	((-2.465160e-02 9.199184e+00 6.696339e+00) (-3.148800e-02 -2.932578e-03 -1.581429e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.110401e+00 1.962095e+01 -2.693342e+01) (-6.804514e-04 7.529765e-03 7.531735e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.2615        	((-2.079924e-02 9.196548e+00 6.696690e+00) (-3.143831e-02 -2.998833e-03 -7.365744e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.109859e+00 1.962198e+01 -2.692866e+01) (-6.974387e-04 7.776647e-03 7.728722e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.29971       	((-1.767618e-02 9.207091e+00 6.701541e+00) (-3.147263e-02 -2.806039e-03 -1.326091e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.112139e+00 1.963640e+01 -2.696207e+01) (-6.571406e-04 7.585522e-03 7.159576e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.33126       	((-1.463532e-02 9.218445e+00 6.706711e+00) (-3.138999e-02 -3.003991e-03 -1.420477e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114582e+00 1.965169e+01 -2.699776e+01) (-6.967601e-04 7.529015e-03 7.738296e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.36663       	((-1.208665e-02 9.217585e+00 6.707515e+00) (-3.138689e-02 -3.009324e-03 -9.183609e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.114347e+00 1.965411e+01 -2.699721e+01) (-7.006318e-04 7.677972e-03 7.751114e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.4034        	((-8.914876e-03 9.238647e+00 6.718210e+00) (-3.132189e-02 -2.966982e-03 -8.351343e-05) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.118936e+00 1.968567e+01 -2.706152e+01) (-6.928776e-04 7.674735e-03 7.617372e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.43109       	((-6.785407e-03 9.236006e+00 6.718671e+00) (-3.134002e-02 -2.857896e-03 -1.309475e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.118303e+00 1.968686e+01 -2.705524e+01) (-6.702353e-04 7.520050e-03 7.304249e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.4626        	((-5.486785e-03 9.249257e+00 6.726293e+00) (-3.127996e-02 -2.949820e-03 -1.497846e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.121147e+00 1.970951e+01 -2.709529e+01) (-6.880255e-04 7.445513e-03 7.574794e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.4975        	((-4.605782e-03 9.258034e+00 6.731237e+00) (-3.131095e-02 -2.980695e-03 -1.622276e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.122986e+00 1.972400e+01 -2.712170e+01) (-6.927293e-04 7.413113e-03 7.656281e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.52834       	((-1.686218e-03 9.268122e+00 6.738821e+00) (-3.131556e-02 -2.817529e-03 -2.521667e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.125136e+00 1.974606e+01 -2.715337e+01) (-6.571708e-04 7.130858e-03 7.178761e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.56274       	((-2.975340e-03 9.278329e+00 6.744020e+00) (-3.125350e-02 -2.851901e-03 -3.168385e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.127263e+00 1.976164e+01 -2.718252e+01) (-6.624826e-04 6.908451e-03 7.247044e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.59585       	((-2.167189e-03 9.284107e+00 6.750043e+00) (-3.128930e-02 -2.892325e-03 -2.842575e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.128456e+00 1.977906e+01 -2.719991e+01) (-6.705953e-04 7.009423e-03 7.394601e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.63286       	((-1.877939e-03 9.294402e+00 6.756240e+00) (-3.132274e-02 -2.745929e-03 -2.834033e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.130626e+00 1.979721e+01 -2.723030e+01) (-6.395833e-04 7.009898e-03 6.946863e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.6566        	((-3.516448e-03 9.303047e+00 6.760598e+00) (-3.139504e-02 -2.667236e-03 -3.868246e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.132435e+00 1.981012e+01 -2.725446e+01) (-6.192013e-04 6.710180e-03 6.716990e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.68409       	((-3.157919e-03 9.302170e+00 6.763223e+00) (-3.130018e-02 -2.819699e-03 -4.370231e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.132215e+00 1.981762e+01 -2.725202e+01) (-6.474955e-04 6.535897e-03 7.168962e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.71536       	((-5.431603e-03 9.310359e+00 6.767162e+00) (-3.123462e-02 -2.798603e-03 -3.992925e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.133940e+00 1.982912e+01 -2.727424e+01) (-6.429864e-04 6.630225e-03 7.109243e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.74664       	((-7.518742e-03 9.311993e+00 6.771069e+00) (-3.127480e-02 -2.756326e-03 -4.081217e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134256e+00 1.984065e+01 -2.727749e+01) (-6.329484e-04 6.618134e-03 6.986777e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.7815        	((-9.650982e-03 9.312586e+00 6.772776e+00) (-3.134803e-02 -2.744941e-03 -5.282789e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134327e+00 1.984544e+01 -2.727753e+01) (-6.249264e-04 6.281262e-03 6.938426e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.81916       	((-1.191787e-02 9.319667e+00 6.776677e+00) (-3.126180e-02 -2.713400e-03 -4.994809e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135810e+00 1.985679e+01 -2.729640e+01) (-6.194913e-04 6.339115e-03 6.843938e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.85521       	((-1.398972e-02 9.317205e+00 6.777202e+00) (-3.135790e-02 -2.659034e-03 -5.791964e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135234e+00 1.985814e+01 -2.728751e+01) (-6.049663e-04 6.125253e-03 6.692404e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.89255       	((-1.755969e-02 9.318221e+00 6.778365e+00) (-3.136703e-02 -2.668055e-03 -5.967144e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135424e+00 1.986155e+01 -2.728774e+01) (-6.033816e-04 6.096547e-03 6.718101e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.92678       	((-1.906789e-02 9.317690e+00 6.777811e+00) (-3.136846e-02 -2.624753e-03 -5.816845e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.135317e+00 1.985970e+01 -2.728485e+01) (-5.940611e-04 6.140534e-03 6.587304e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.9574        	((-2.098779e-02 9.310586e+00 6.776276e+00) (-3.135832e-02 -2.591954e-03 -5.919639e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.133746e+00 1.985498e+01 -2.726241e+01) (-5.864084e-04 6.100569e-03 6.500410e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
5.98567       	((-2.461491e-02 9.313375e+00 6.775151e+00) (-3.139025e-02 -2.623252e-03 -5.865454e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.134375e+00 1.985184e+01 -2.726795e+01) (-5.918921e-04 6.124406e-03 6.584337e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.01753       	((-2.548486e-02 9.303048e+00 6.771446e+00) (-3.147280e-02 -2.589266e-03 -6.273355e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.132160e+00 1.984061e+01 -2.723672e+01) (-5.826734e-04 6.041219e-03 6.490863e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.05309       	((-2.916651e-02 9.301540e+00 6.769915e+00) (-3.145785e-02 -2.663646e-03 -6.956592e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.131845e+00 1.983616e+01 -2.722959e+01) (-5.942864e-04 5.854668e-03 6.675098e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.09032       	((-3.179345e-02 9.296240e+00 6.765271e+00) (-3.148781e-02 -2.678038e-03 -6.575300e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.130731e+00 1.982239e+01 -2.721193e+01) (-5.986902e-04 5.967887e-03 6.744033e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.12686       	((-3.251775e-02 9.288868e+00 6.762202e+00) (-3.148994e-02 -2.626512e-03 -6.178386e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.129179e+00 1.981314e+01 -2.718962e+01) (-5.899326e-04 6.093645e-03 6.603129e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.16176       	((-3.561226e-02 9.284761e+00 6.759396e+00) (-3.146721e-02 -2.682269e-03 -5.547113e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.128316e+00 1.980490e+01 -2.717520e+01) (-6.030131e-04 6.293164e-03 6.771906e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.19939       	((-3.738035e-02 9.281028e+00 6.754161e+00) (-3.159483e-02 -2.593046e-03 -5.599467e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.127533e+00 1.978970e+01 -2.716305e+01) (-5.854147e-04 6.289627e-03 6.500533e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
6.23702       	((-3.722835e-02 9.276298e+00 6.751739e+00) (-3.161854e-02 -2.677092e-03 -5.972752e-04) (0.000000e+00 0.000000e+00 0.000000e+00)) ((2.126529e+00 1.978230e+01 -2.714909e+01) (-6.008646e-04 6.203033e-03 6.744359e-03) (0.000000e+00 0.000000e+00 0.000000e+00))
